artifact_id,pred_json
EMAIL-009,"{""L0_doc_id"": ""009.fahmai.2025-07-05@internal"", ""L0_doc_kind"": ""email"", ""L0_template_name"": ""FahMai Internal"", ""L0_body_source"": ""เรียน ทีม QA\nขอความร่วมมือทดสอบ flow ใหม่บน staging ก่อนวัน launch สินค้า E5 รายละเอียดตามแนบ\nขัน้ ตอนถัดไป\nหากมีข้อสอบถามเพิม่ เติม โปรดตอบกลับอีเมลฉบับนีห้ รือติดต่อโดยตรงตามรายช่อื ทีร่ ะบุไว้ในระบบ"", ""L0_issue_date"": ""2025-07-05""}"
EMAIL-010,"{""L0_doc_id"": ""NT-LT-001"", ""L0_doc_kind"": ""update"", ""L0_template_name"": ""FAHMAI INTERNAL EMAIL — เอกสารระหว่างพนักงาน"", ""L0_body_source"": ""เรียน ทีมบริหาร\nอัปเดตจ  านวนเคร่อื งทีร่ ับคืนแล้วและช่องทางส่อื สารกับลูกค้า ขอความเห็นชอบขัน้ ถัดไป\nขัน้ ตอนถัดไป\nหากมีข้อสอบถามเพิม่ เติม โปรดตอบกลับอีเมลฉบับนีห้ รือติดต่อโดยตรงตามรายช่อื ทีร่ ะบุไว้ในระบบ"", ""L0_issue_date"": ""2025-09-12""}"
EMAIL-011,"{""L0_doc_id"": ""011.fahmai.2025-10-30@internal"", ""L0_doc_kind"": ""FAHMAI INTERNAL EMAIL — เอกสารระหว่างพนักงาน"", ""L0_template_name"": """", ""L0_body_source"": ""เรียน หัวหน้าแผนกทุกแผนก\nทีมการเงินขอข้อมูลคงเหลือและประมาณการสิน้ ปี เพ่อื สรุปงบประมาณก่อนปิดบัญชี\nขัน้ ตอนถัดไป\nหากมีข้อสอบถามเพิม่ เติม โปรดตอบกลับอีเมลฉบับนีห้ รือติดต่อโดยตรงตามรายช่อื ทีร่ ะบุไว้ในระบบ\nfinance\nFahMai Internal\nหน้า 1 / 1"", ""L0_issue_date"": ""2025-10-30""}"
EMAIL-012,"{""L0_doc_id"": ""012.fahmai.2025-12-05@internal"", ""L0_doc_kind"": ""FAHMAI INTERNAL EMAIL — เอกสารระหว่างพนักงาน"", ""L0_template_name"": """", ""L0_body_source"": ""เรียน พนักงานทุกท่าน\nเชิญร่วมงานเลีย้ งปีใหม่ 22 ธ.ค. เวลา 18:00 ลานกิจกรรมชัน้ 1 ลงทะเบียนภายในสัปดาห์นี้\nขัน้ ตอนถัดไป\nหากมีข้อสอบถามเพิม่ เติม โปรดตอบกลับอีเมลฉบับนีห้ รือติดต่อโดยตรงตามรายช่อื ทีร่ ะบุไว้ในระบบ\nhr\nFahMai Internal\nหน้า 1 / 1"", ""L0_issue_date"": ""2025-12-05""}"
MEMO-001,"{""L0_doc_id"": ""MEMO-001"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง นโยบายภายในปี 2567 (รวมฉบับ)\nรายละเอียด\nรวบรวมนโยบายภายในทุกฉบับที่มีผลในปี 2567 เพ่อื ความสะดวกในการอ้างอิง\nการด  าเนินการที่ต้องท  า\nโปรดศึกษาและถือปฏิบัติตามที่บังคับใช้ในหน่วยงานของท่าน\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-01-08""}"
MEMO-002,"{""L0_doc_id"": ""MEMO-002"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับปรุงการให้บริการลูกค้า Q1\nรายละเอียด\nทบทวนแนวทางการต้อนรับและให้ข้อมูลแก่ลูกค้าหน้าร้าน\nการด  าเนินการที่ต้องท  า\nหัวหน้าสาขาจัดอบรมทีมงานภายในสัปดาห์นี้\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-01-15""}"
MEMO-003,"{""L0_doc_id"": ""MEMO-003"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""บันทึกข้อความ / INTERNAL MEMO\nบริษัท ฟ้าใหม่ จ  ากัด (FahMai Co., Ltd.)\nเรียน สาขาทุกแห่ง\nจาก ฝ่ายปฏิบัติการ\nวันท่ี 2567-02-20\nเลขท่ี MEMO-003\nเร่ือง แผนการตรวจสอบสต็อกประจ  าปี 2567\nเพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แผนการตรวจสอบสต็อกประจ  าปี\nรายละเอียด\nระบุระยะเวลาเข้าตรวจสต็อกรายไตรมาสและทีมที่รับผิดชอบ\nการด  าเนินการที่ต้องท  า\nเตรียมความพร้อมก่อนทีมตรวจสอบเข้ามาในวันที่ก  าหนด\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง\n1 / 1"", ""L0_issue_date"": ""2024-02-20""}"
MEMO-004,"{""L0_doc_id"": ""MEMO-004"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศแคมเปญ E7-1 SONGKRAN 2567\nรายละเอียด\nลด 7% ทั่วร้านในช่วงสงกรานต์ 2567\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมโปสเตอร์และพนักงานเตรียมตอบค  าถามลูกค้า\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-04-05""}"
MEMO-005,"{""L0_doc_id"": ""MEMO-005"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ทบทวนนโยบายความปลอดภัยข้อมูล\nรายละเอียด\nรวมแนวปฏิบัติเร่อื งการเก็บรักษารหัสผ่านและการรายงานเหตุละเมิด\nการด  าเนินการที่ต้องท  า\nหัวหน้าทีมยืนยันความเข้าใจของสมาชิกในทีม\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-06-01""}"
MEMO-006,"{""L0_doc_id"": ""MEMO-006"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-2 Mid-Year 2567\nรายละเอียด\nลด 10% สิน้ ปีงบประมาณ Mid-Year\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมจัดเรียงสินค้าและพร้อมรับ traffic เพิ่มขึน้\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-08-01""}"
MEMO-007,"{""L0_doc_id"": ""MEMO-007"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับโครงสร้างเงินเดือนกลางปี\nรายละเอียด\nรายละเอียดการปรับฐานเงินเดือนตามผลประเมินรอบกลางปี\nการด  าเนินการที่ต้องท  า\nทีม HR ติดต่อพนักงานรายบุคคล\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-09-10""}"
MEMO-008,"{""L0_doc_id"": ""MEMO-008"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศปรับปรุงระบบ POS v2 (PM7)\nรายละเอียด\nระบบ POS เวอร์ชัน 2 จะมีผลใช้งานในทุกสาขา\nการด  าเนินการที่ต้องท  า\nหัวหน้าสาขาประสานงานทีมไอทีก่อนเริ่มใช้งาน\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-10-01""}"
MEMO-009,"{""L0_doc_id"": ""MEMO-009"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-3 MEGA 11.11 2567\nรายละเอียด\nลด 11% ทั่วร้านวันที่ 11.11\nการด  าเนินการที่ต้องท  า\nเตรียมสต็อกและเวรพนักงานเพิ่มเป็นพิเศษ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-11-11""}"
MEMO-010,"{""L0_doc_id"": ""MEMO-010"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-4 MEGA 12.12 2567\nรายละเอียด\nลด 12% ทั่วร้านวันที่ 12.12\nการด  าเนินการที่ต้องท  า\nเตรียมสต็อกและเวรพนักงานเพิ่มเป็นพิเศษ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2024-12-12""}"
MEMO-011,"{""L0_doc_id"": ""MEMO-011"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แผนการด  าเนินงานปี 2568\nรายละเอียด\nสรุปกลยุทธ์และ KPI ระดับองค์กรประจ  าปี 2568\nการด  าเนินการที่ต้องท  า\nหัวหน้าแผนกประสานทีมงานในการแปลงส่่แผนปฏิบัติ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-01-15""}"
MEMO-012,"{""L0_doc_id"": ""MEMO-012"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศนโยบาย refund signing authority (PM1)\nรายละเอียด\nปรับล  าดับขัน้ อ  านาจอนุมัติการคืนเงินตาม PM1\nการด  าเนินการที่ต้องท  า\nผ้้จัดการสาขายืนยันความเข้าใจของทีมการเงิน\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-02-15""}"
MEMO-013,"{""L0_doc_id"": ""MEMO-013"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศปรับ return window (PM2)\nรายละเอียด\nระยะเวลาคืนสินค้าเปลี่ยนจาก 14 วันเป็น 21 วัน\nการด  าเนินการที่ต้องท  า\nหัวหน้าสาขาประกาศให้พนักงานหน้าร้านทราบ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-03-01""}"
MEMO-014,"{""L0_doc_id"": ""MEMO-014"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ประกาศปรับ refund threshold (PM-REFUND)\nรายละเอียด\nเกณฑ์ขัน้ ต่า  คืนเงินที่ต้องการอนุมัติพิเศษเปลี่ยนจาก 2K เป็น 5K\nการด  าเนินการที่ต้องท  า\nทีมการเงินอัปเดตเอกสารและแบบฟอร์มในระบบ\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-03-15""}"
MEMO-015,"{""L0_doc_id"": ""MEMO-015"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง การยกเลิกสัญญา V-014 LegacyShip\nรายละเอียด\nประกาศการยกเลิกสัญญาขนส่งกับ V-014 มีผล 2568-03-31\nการด  าเนินการที่ต้องท  า\nทีมโลจิสติกส์ประสานงานย้ายงานไปยัง V-018\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-03-31""}"
MEMO-016,"{""L0_doc_id"": ""MEMO-016"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""บันทึกข้อความ / INTERNAL MEMO\nบริษัท ฟ้าใหม่ จ  ากัด (FahMai Co., Ltd.)\nเรียน พนักงานทุกท่าน\nจาก ฝ่ายการตลาด\nวันท่ี 2568-04-01\nเลขท่ี MEMO-016\nเร่ือง ปรับ free shipping threshold 500→199 (PM3)\nอ้างอิง PM3\nเพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับ free shipping threshold (PM3)\nรายละเอียด\nลดเกณฑ์ส่งฟรีจาก 500 บาทเป็น 199 บาท\nการด  าเนินการที่ต้องท  า\nฝ่ายการตลาดส่อื สารผ่านช่องทางออนไลน์\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง\n1 / 1"", ""L0_issue_date"": ""2025-04-01""}"
MEMO-017,"{""L0_doc_id"": ""MEMO-017"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับ point earning rate (PM4)\nรายละเอียด\nขึน้ อัตราสะสมคะแนนจาก 0.01 เป็น 0.0125 ต่อบาท\nการด  าเนินการที่ต้องท  า\nทีมเทคนิคปรับการค  านวณในระบบ POS\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-04-01""}"
MEMO-018,"{""L0_doc_id"": ""MEMO-018"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-1 SONGKRAN 2568\nรายละเอียด\nลด 7% ทั่วร้านในช่วงสงกรานต์ 2568\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมโปสเตอร์และพนักงานเตรียมตอบค  าถาม\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-04-10""}"
MEMO-019,"{""L0_doc_id"": ""MEMO-019"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง เปิดตัว Care+ Tier (PM5)\nรายละเอียด\nโปรแกรม Care+ เริ่มจาก SF-Galaxy-Pro-2568 และ NT-LT-001\nการด  าเนินการที่ต้องท  า\nพนักงานหน้าร้านศึกษาเง่อื นไขรายสินค้า\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-05-01""}"
MEMO-020,"{""L0_doc_id"": ""MEMO-020"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง ปรับเส้นทาง warranty routing (PM6)\nรายละเอียด\nส่งซ่อม NovaTech ตรงไปยัง NovaTech Service\nการด  าเนินการที่ต้องท  า\nทีมบริการหลังการขายปรับ flow การรับเคร่อื ง\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-06-01""}"
MEMO-021,"{""L0_doc_id"": ""MEMO-021"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง เปิดตัว SF Galaxy Pro 2568\nรายละเอียด\nสินค้าใหม่ตระกูล SaiFah Galaxy Pro 2568 พร้อมโปร launch\nการด  าเนินการที่ต้องท  า\nสาขาจัดวางจุดสาธิตและฝึก demo\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-07-15""}"
MEMO-022,"{""L0_doc_id"": ""MEMO-022"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แคมเปญ E7-2 Mid-Year 2568\nรายละเอียด\nลด 10% สิน้ ปีงบประมาณ Mid-Year 2568\nการด  าเนินการที่ต้องท  า\nสาขาเตรียมจัดเรียงสินค้าและพร้อมรับ traffic เพิ่มขึน้\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-08-01""}"
MEMO-023,"{""L0_doc_id"": ""MEMO-023"", ""L0_doc_kind"": ""INTERNAL MEMO"", ""L0_template_name"": """", ""L0_body_source"": ""เพ่อื ให้ทุกฝ่ายในองค์กรรับทราบและถือปฏิบัติร่วมกัน บันทึกข้อความฉบับนีแ้ จ้งเร่อื ง แจ้งการเรียกคืน NT-LT-001 (E9)\nรายละเอียด\nประกาศเรียกคืนสินค้า NT-LT-001 ตามเหตุการณ์ E9\nการด  าเนินการที่ต้องท  า\nสาขารับเร่อื งคืนตามขัน้ ตอน vendor recall\nติดต่อสอบถาม\nหากมีข้อสงสัยกรุณาติดต่อหน่วยงานต้นเร่อื งโดยตรง"", ""L0_issue_date"": ""2025-09-10""}"
